#module	kind	subject	java_says	hand_port_says	evidence	status	spelling	decided_by
sge-ecs	omission	EntityManager$.EntityOperation$.Type#Remove	case Remove/0 in emitted port only	not present (skipped or redesigned)		unjustified	none: hand-port defect	div-entitymanager
sge-ecs	omission	EntityManager$.EntityOperation$.Type#RemoveAll	case RemoveAll/0 in emitted port only	not present (skipped or redesigned)		unjustified	none: hand-port defect	div-entitymanager
sge-ecs	omission	Family#$prev	val $prev/0 in emitted port only [rename candidates: index]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: mutable.BitSet instead of Bits|Idiom: mutable.HashMap instead of ObjectMap for cache	unjustified	none: hand-port defect	div-family
sge-ecs	omission	Family#index	def index/0 in emitted port only [rename candidates: hashCode]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: mutable.BitSet instead of Bits|Idiom: mutable.HashMap instead of ObjectMap for cache	justified	(b) BeanCollapse idiom phase	div-accessor
sge-ecs	omission	Family#index$field	var index$field/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: mutable.BitSet instead of Bits|Idiom: mutable.HashMap instead of ObjectMap for cache	open		
sge-ecs	omission	Family$#stringBuilder	val stringBuilder/0 in emitted port only [rename candidates: numBits, sb, sb]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: mutable.BitSet instead of Bits|Idiom: mutable.HashMap instead of ObjectMap for cache	unjustified	none: hand-port defect	div-family
sge-ecs	omission	Family$#stringBuilder	val stringBuilder/0 in emitted port only [rename candidates: numBits, sb, sb]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: mutable.BitSet instead of Bits|Idiom: mutable.HashMap instead of ObjectMap for cache	unjustified	none: hand-port defect	div-family
sge-ecs	omission	Family$.Builder#all$field	var all$field/0 in emitted port only	not present (skipped or redesigned)		unjustified	none: hand-port defect	div-family
sge-ecs	omission	Family$.Builder#exclude$field	var exclude$field/0 in emitted port only	not present (skipped or redesigned)		unjustified	none: hand-port defect	div-family
sge-ecs	omission	Family$.Builder#one$field	var one$field/0 in emitted port only	not present (skipped or redesigned)		unjustified	none: hand-port defect	div-family
sge-ecs	omission	Family$.Builder#reset	def reset/0 in emitted port only [rename candidates: get]	not present (skipped or redesigned)		unjustified	none: hand-port defect	div-family
sge-ecs	omission	FamilyManager$#BitsPool	object BitsPool/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: ArrayBuffer instead of Array/SnapshotArray; HashMap instead of ObjectMap|Idiom: mutable.BitSet instead of Bits; Pool for BitSet reuse|Idiom: snapshot copy during listener notification (replaces SnapshotArray.begin/end)	unjustified	none: hand-port defect	div-familymanager
sge-ecs	omission	FamilyManager$#listener	var listener/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: ArrayBuffer instead of Array/SnapshotArray; HashMap instead of ObjectMap|Idiom: mutable.BitSet instead of Bits; Pool for BitSet reuse|Idiom: snapshot copy during listener notification (replaces SnapshotArray.begin/end)	unjustified	none: hand-port defect	div-familymanager
sge-ecs	omission	FamilyManager$#newObject	def newObject/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: ArrayBuffer instead of Array/SnapshotArray; HashMap instead of ObjectMap|Idiom: mutable.BitSet instead of Bits; Pool for BitSet reuse|Idiom: snapshot copy during listener notification (replaces SnapshotArray.begin/end)	not-a-divergence	none: census artefact — owner mismatch	divergence-investigator
sge-ecs	omission	FamilyManager$#priority	var priority/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: ArrayBuffer instead of Array/SnapshotArray; HashMap instead of ObjectMap|Idiom: mutable.BitSet instead of Bits; Pool for BitSet reuse|Idiom: snapshot copy during listener notification (replaces SnapshotArray.begin/end)	unjustified	none: hand-port defect	div-familymanager
sge-ecs	omission	ImmutableArray#array	var array/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.utils` -> `sge.ecs.utils`|Convention: split packages|Idiom: wraps ArrayBuffer, implements Iterable[A]	not-a-divergence	census artefact (visibility/mutability difference)	div-immutablearray
sge-ecs	omission	ImmutableArray#contains	def contains/2 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.utils` -> `sge.ecs.utils`|Convention: split packages|Idiom: wraps ArrayBuffer, implements Iterable[A]	justified	(b) injection or substitution for ImmutableArray	div-immutablearray
sge-ecs	omission	ImmutableArray#get	def get/1 in emitted port only [rename candidates: apply, contains, equals, indexOf, lastIndexOf, toString]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.utils` -> `sge.ecs.utils`|Convention: split packages|Idiom: wraps ArrayBuffer, implements Iterable[A]	not-a-divergence	covered by ImmutableArray redesign verdict	div-immutablearray
sge-ecs	omission	ImmutableArray#indexOf	def indexOf/2 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.utils` -> `sge.ecs.utils`|Convention: split packages|Idiom: wraps ArrayBuffer, implements Iterable[A]	justified	(b) injection or substitution for ImmutableArray	div-immutablearray
sge-ecs	omission	ImmutableArray#lastIndexOf	def lastIndexOf/2 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.utils` -> `sge.ecs.utils`|Convention: split packages|Idiom: wraps ArrayBuffer, implements Iterable[A]	justified	(b) injection or substitution for ImmutableArray	div-immutablearray
sge-ecs	omission	IntervalIteratingSystem#entities	def entities/0 in emitted port only [rename candidates: endProcessing, getEntities, startProcessing, updateInterval]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: Nullable for entities field (set on addedToEngine)	open		
sge-ecs	omission	IntervalIteratingSystem#entities$field	var entities$field/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: Nullable for entities field (set on addedToEngine)	open		
sge-ecs	omission	IntervalIteratingSystem#family	def family/0 in emitted port only [rename candidates: endProcessing, getEntities, startProcessing, updateInterval]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: Nullable for entities field (set on addedToEngine)	unjustified	none: hand-port defect	div-mutability
sge-ecs	omission	IntervalIteratingSystem#family$field	var family$field/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: Nullable for entities field (set on addedToEngine)	open		
sge-ecs	omission	IntervalSystem#accumulator	var accumulator/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages	not-a-divergence	census artefact (visibility difference, not absence)	div-componenttype
sge-ecs	omission	IntervalSystem#interval	def interval/0 in emitted port only [rename candidates: updateInterval]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages	unjustified	none: hand-port defect	div-mutability
sge-ecs	omission	IntervalSystem#interval$field	var interval$field/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages	open		
sge-ecs	omission	IteratingSystem#entities	def entities/0 in emitted port only [rename candidates: endProcessing, getEntities, startProcessing]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: Nullable for entities field (cleared on removedFromEngine)	open		
sge-ecs	omission	IteratingSystem#entities$field	var entities$field/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: Nullable for entities field (cleared on removedFromEngine)	open		
sge-ecs	omission	IteratingSystem#family	def family/0 in emitted port only [rename candidates: endProcessing, getEntities, startProcessing]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: Nullable for entities field (cleared on removedFromEngine)	unjustified	none: hand-port defect	div-mutability
sge-ecs	omission	IteratingSystem#family$field	var family$field/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: Nullable for entities field (cleared on removedFromEngine)	open		
sge-ecs	omission	PooledEngine#EntityPool	object EntityPool/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: sge.utils.Pool trait instead of LibGDX Pool/ReflectionPool|Idiom: factory registry approach instead of ReflectionPool for components|Idiom: direct getDeclaredConstructor().newInstance() as reflection fallback|Idiom: HashMap[Class[?], Pool[?]] for component pools|Idiom: PooledEntity is a private inner class extending Entity and Pool.Poolable	justified	(c) library-specific injection	div-pooledengine
sge-ecs	omission	PooledEngine#componentPools	var componentPools/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: sge.utils.Pool trait instead of LibGDX Pool/ReflectionPool|Idiom: factory registry approach instead of ReflectionPool for components|Idiom: direct getDeclaredConstructor().newInstance() as reflection fallback|Idiom: HashMap[Class[?], Pool[?]] for component pools|Idiom: PooledEntity is a private inner class extending Entity and Pool.Poolable	justified	(c) library-specific injection	div-pooledengine
sge-ecs	omission	PooledEngine#entityPool	var entityPool/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: sge.utils.Pool trait instead of LibGDX Pool/ReflectionPool|Idiom: factory registry approach instead of ReflectionPool for components|Idiom: direct getDeclaredConstructor().newInstance() as reflection fallback|Idiom: HashMap[Class[?], Pool[?]] for component pools|Idiom: PooledEntity is a private inner class extending Entity and Pool.Poolable	justified	(c) library-specific injection	div-pooledengine
sge-ecs	omission	PooledEngine#freeAll	def freeAll/1 in emitted port only [rename candidates: createComponent, discard, free, obtain, removeEntityInternal]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: sge.utils.Pool trait instead of LibGDX Pool/ReflectionPool|Idiom: factory registry approach instead of ReflectionPool for components|Idiom: direct getDeclaredConstructor().newInstance() as reflection fallback|Idiom: HashMap[Class[?], Pool[?]] for component pools|Idiom: PooledEntity is a private inner class extending Entity and Pool.Poolable	justified	(c) library-specific injection	div-pooledengine
sge-ecs	omission	PooledEngine#initialSize	var initialSize/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: sge.utils.Pool trait instead of LibGDX Pool/ReflectionPool|Idiom: factory registry approach instead of ReflectionPool for components|Idiom: direct getDeclaredConstructor().newInstance() as reflection fallback|Idiom: HashMap[Class[?], Pool[?]] for component pools|Idiom: PooledEntity is a private inner class extending Entity and Pool.Poolable	justified	(c) library-specific injection	div-pooledengine
sge-ecs	omission	PooledEngine#maxSize	var maxSize/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: sge.utils.Pool trait instead of LibGDX Pool/ReflectionPool|Idiom: factory registry approach instead of ReflectionPool for components|Idiom: direct getDeclaredConstructor().newInstance() as reflection fallback|Idiom: HashMap[Class[?], Pool[?]] for component pools|Idiom: PooledEntity is a private inner class extending Entity and Pool.Poolable	justified	(c) library-specific injection	div-pooledengine
sge-ecs	omission	PooledEngine#pools	var pools/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: sge.utils.Pool trait instead of LibGDX Pool/ReflectionPool|Idiom: factory registry approach instead of ReflectionPool for components|Idiom: direct getDeclaredConstructor().newInstance() as reflection fallback|Idiom: HashMap[Class[?], Pool[?]] for component pools|Idiom: PooledEntity is a private inner class extending Entity and Pool.Poolable	justified	(c) library-specific injection	div-pooledengine
sge-ecs	omission	SortedIteratingSystem#comparator	var comparator/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: ArrayBuffer instead of Array for sorted entities|Idiom: Ordering[Entity] instead of Comparator[Entity]|Idiom: ImmutableArray wrapping sorted buffer|Idiom: implements EntityListener for add/remove detection	justified	(b) type-mapping convention	div-sortediterating
sge-ecs	omission	SortedIteratingSystem#entities	def entities/0 in emitted port only [rename candidates: endProcessing, forceSort, getEntities, startProcessing]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: ArrayBuffer instead of Array for sorted entities|Idiom: Ordering[Entity] instead of Comparator[Entity]|Idiom: ImmutableArray wrapping sorted buffer|Idiom: implements EntityListener for add/remove detection	justified	(b) type-mapping convention	div-sortediterating
sge-ecs	omission	SortedIteratingSystem#entities$field	var entities$field/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: ArrayBuffer instead of Array for sorted entities|Idiom: Ordering[Entity] instead of Comparator[Entity]|Idiom: ImmutableArray wrapping sorted buffer|Idiom: implements EntityListener for add/remove detection	open		
sge-ecs	omission	SortedIteratingSystem#family	def family/0 in emitted port only [rename candidates: endProcessing, forceSort, getEntities, startProcessing]	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: ArrayBuffer instead of Array for sorted entities|Idiom: Ordering[Entity] instead of Comparator[Entity]|Idiom: ImmutableArray wrapping sorted buffer|Idiom: implements EntityListener for add/remove detection	unjustified	none: hand-port defect	div-mutability
sge-ecs	omission	SortedIteratingSystem#family$field	var family$field/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: ArrayBuffer instead of Array for sorted entities|Idiom: Ordering[Entity] instead of Comparator[Entity]|Idiom: ImmutableArray wrapping sorted buffer|Idiom: implements EntityListener for add/remove detection	open		
sge-ecs	omission	SortedIteratingSystem#sortedEntities	var sortedEntities/0 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.systems` -> `sge.ecs.systems`|Convention: split packages|Idiom: ArrayBuffer instead of Array for sorted entities|Idiom: Ordering[Entity] instead of Comparator[Entity]|Idiom: ImmutableArray wrapping sorted buffer|Idiom: implements EntityListener for add/remove detection	justified	(b) type-mapping convention	div-sortediterating
sge-ecs	omission	SystemManager$#compare	def compare/2 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: ArrayBuffer instead of Array; HashMap instead of ObjectMap|Idiom: Ordering[EntitySystem] instead of Comparator with inner class|Idiom: Nullable[A] for getSystem return	justified	(b) Comparator-to-Ordering phase	div-systemmanager
sge-ecs	omission	SystemManager$#systemAdded	def systemAdded/1 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: ArrayBuffer instead of Array; HashMap instead of ObjectMap|Idiom: Ordering[EntitySystem] instead of Comparator with inner class|Idiom: Nullable[A] for getSystem return	justified	census artefact -- hand port has it	div-systemmanager
sge-ecs	omission	SystemManager$#systemRemoved	def systemRemoved/1 in emitted port only	not present (skipped or redesigned)	Renames: `com.badlogic.ashley.core` -> `sge.ecs`|Convention: split packages|Idiom: ArrayBuffer instead of Array; HashMap instead of ObjectMap|Idiom: Ordering[EntitySystem] instead of Comparator with inner class|Idiom: Nullable[A] for getSystem return	justified	census artefact -- hand port has it	div-systemmanager
sge-ecs	test	BagSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	ComponentMapperSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	ComponentOperationHandlerSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	ComponentTypeSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	EngineCreateComponentReflectionRedSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	EngineSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	EntityManagerSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	EntitySuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	FamilyManagerSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	FamilySuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	ImmutableArraySuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	IntervalIteratingSystemSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	IntervalSystemSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	IteratingSystemSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	PooledEngineSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	SignalSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	SortedIteratingSystemSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
sge-ecs	test	SystemManagerSuite	not applicable	hand-written test suite		justified	hand-port test suite, adapt for emitted API	div-tests
