#id	check	kind	owner	path	line	detail
9d5a899bd855	api-parity(accessor)	accessor	Layout#font	/Layout	0	var font/0 in reference port only
d9130fbb1121	api-parity(hand-port-extra)	hand-port-extra	TextraField#getStage	/TextraField	0	def getStage/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
56f4620f49cc	api-parity(hand-port-extra)	hand-port-extra	TextraField#getStyle	/TextraField	0	def getStyle/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
33db84c4646c	api-parity(hand-port-extra)	hand-port-extra	TextraField#getText	/TextraField	0	def getText/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
0fdead831e9b	api-parity(hand-port-extra)	hand-port-extra	TextraField#getTextFieldFilter	/TextraField	0	def getTextFieldFilter/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
fdf6ebe4690d	api-parity(hand-port-extra)	hand-port-extra	TextraField#getWidth	/TextraField	0	def getWidth/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
4acd7fdac660	api-parity(hand-port-extra)	hand-port-extra	TextraField#getX	/TextraField	0	def getX/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
3bf10e448aaf	api-parity(hand-port-extra)	hand-port-extra	TextraField#getY	/TextraField	0	def getY/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
caca7b276ec1	api-parity(hand-port-extra)	hand-port-extra	TextraField#goEnd	/TextraField	0	def goEnd/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
98e29b8c58cc	api-parity(hand-port-extra)	hand-port-extra	TextraField#goHome	/TextraField	0	def goHome/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
150593e47286	api-parity(hand-port-extra)	hand-port-extra	TextraField#handleClick	/TextraField	0	def handleClick/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
c13a4d58d11e	api-parity(hand-port-extra)	hand-port-extra	TextraField#handleKeyDown	/TextraField	0	def handleKeyDown/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
d6914493c6d8	api-parity(hand-port-extra)	hand-port-extra	TextraField#handleKeyTyped	/TextraField	0	def handleKeyTyped/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
6760566566be	api-parity(hand-port-extra)	hand-port-extra	TextraField#handleKeyUp	/TextraField	0	def handleKeyUp/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
0ab381fbf324	api-parity(hand-port-extra)	hand-port-extra	TextraField#handleTouchDown	/TextraField	0	def handleTouchDown/4 in reference port only
7945fc1f4fd5	api-parity(hand-port-extra)	hand-port-extra	TextraField#handleTouchDragged	/TextraField	0	def handleTouchDragged/3 in reference port only [rename candidates: insert]
3018b9b1c40d	api-parity(hand-port-extra)	hand-port-extra	TextraField#hasKeyboardFocus	/TextraField	0	def hasKeyboardFocus/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
41f32b5873a8	api-parity(hand-port-extra)	hand-port-extra	TextraField#isCtrlPressed	/TextraField	0	def isCtrlPressed/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
2b818327a33a	api-parity(hand-port-extra)	hand-port-extra	TextraField#isCursorBlinking	/TextraField	0	def isCursorBlinking/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
15d5614096ca	api-parity(hand-port-extra)	hand-port-extra	TextraField#isDisabled	/TextraField	0	def isDisabled/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
5ea286251ff1	api-parity(hand-port-extra)	hand-port-extra	TextraField#isPasswordMode	/TextraField	0	def isPasswordMode/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
91ab2a5788db	api-parity(hand-port-extra)	hand-port-extra	TextraField#isShiftPressed	/TextraField	0	def isShiftPressed/0 in reference port only [rename candidates: alignment, backgroundDrawable, blinkTime, calculateOffsets, clearSelection, copy, createInputListener, cursorBlinking, cursorPosition, cut, defaultInputListener, disabled, getPrefHeight, getPrefWidth, initialize, maxLength, messageText, onscreenKeyboard, passwordCharacter, passwordMode, positionChanged, programmaticChangeEvents, selectAll, selection, selectionEnd, selectionStart, sizeChanged, style, text, textFieldFilter, wordUnderCursor]
4cc0bbc8d35b	api-parity(hand-port-extra)	hand-port-extra	TextraField#maxLength	/TextraField	0	var maxLength/0 in reference port only [rename candidates: blinkEnabled, clipboard, cursor, cursorOn, emojiReplacer, filter, focusTraversal, focused, fontOffset, inputListener, keyboard, label, lastChangeTime, listener, onlyFontChars, renderOffset, showingMessage, textHAlign, textOffset, undoText, visibleTextEnd, visibleTextStart, writeEnters]
32bd53eb8172	api-parity(hand-port-extra)	hand-port-extra	TextraField#messageText	/TextraField	0	var messageText/0 in reference port only [rename candidates: blinkEnabled, clipboard, cursor, cursorOn, emojiReplacer, filter, focusTraversal, focused, fontOffset, inputListener, keyboard, label, lastChangeTime, listener, onlyFontChars, renderOffset, showingMessage, textHAlign, textOffset, undoText, visibleTextEnd, visibleTextStart, writeEnters]
71ff03e2d1d5	api-parity(hand-port-extra)	hand-port-extra	TextraField#passwordCharacter	/TextraField	0	var passwordCharacter/0 in reference port only [rename candidates: blinkEnabled, clipboard, cursor, cursorOn, emojiReplacer, filter, focusTraversal, focused, fontOffset, inputListener, keyboard, label, lastChangeTime, listener, onlyFontChars, renderOffset, showingMessage, textHAlign, textOffset, undoText, visibleTextEnd, visibleTextStart, writeEnters]
229932f4136c	api-parity(hand-port-extra)	hand-port-extra	TextraField#passwordMode	/TextraField	0	var passwordMode/0 in reference port only [rename candidates: blinkEnabled, clipboard, cursor, cursorOn, emojiReplacer, filter, focusTraversal, focused, fontOffset, inputListener, keyboard, label, lastChangeTime, listener, onlyFontChars, renderOffset, showingMessage, textHAlign, textOffset, undoText, visibleTextEnd, visibleTextStart, writeEnters]
9fd21472379b	api-parity(hand-port-extra)	hand-port-extra	TextraField#programmaticChangeEvents	/TextraField	0	var programmaticChangeEvents/0 in reference port only [rename candidates: blinkEnabled, clipboard, cursor, cursorOn, emojiReplacer, filter, focusTraversal, focused, fontOffset, inputListener, keyboard, label, lastChangeTime, listener, onlyFontChars, renderOffset, showingMessage, textHAlign, textOffset, undoText, visibleTextEnd, visibleTextStart, writeEnters]
a383af391a8c	api-parity(hand-port-extra)	hand-port-extra	TextraField#setAlignment	/TextraField	0	def setAlignment/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
d86b280ad55a	api-parity(hand-port-extra)	hand-port-extra	TextraField#setBlinkTime	/TextraField	0	def setBlinkTime/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
41eae662b618	api-parity(hand-port-extra)	hand-port-extra	TextraField#setClipboardContents	/TextraField	0	def setClipboardContents/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
5c3bbd6a0b13	api-parity(hand-port-extra)	hand-port-extra	TextraField#setColor	/TextraField	0	def setColor/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
c8f9988081b4	api-parity(hand-port-extra)	hand-port-extra	TextraField#setCursor	/TextraField	0	def setCursor/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
1293b0aba3ec	api-parity(hand-port-extra)	hand-port-extra	TextraField#setCursorBlinking	/TextraField	0	def setCursorBlinking/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
11fc88ce4ed8	api-parity(hand-port-extra)	hand-port-extra	TextraField#setCursorFromPosition	/TextraField	0	def setCursorFromPosition/2 in reference port only [rename candidates: continueCursor, draw, getTextY, insert, moveCursor, moveCursorVertically, paste, setSelection]
298a926f290d	api-parity(hand-port-extra)	hand-port-extra	TextraField#setCursorPosition	/TextraField	0	def setCursorPosition/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
a17bf272482d	api-parity(hand-port-extra)	hand-port-extra	TextraField#setDisabled	/TextraField	0	def setDisabled/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
92f303923568	api-parity(hand-port-extra)	hand-port-extra	TextraField#setHeight	/TextraField	0	def setHeight/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
94eebdf8394b	api-parity(hand-port-extra)	hand-port-extra	TextraField#setKeyboardFocus	/TextraField	0	def setKeyboardFocus/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
f1c6e1e4a098	api-parity(hand-port-extra)	hand-port-extra	TextraField#setMaxLength	/TextraField	0	def setMaxLength/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
55f83ab2baa7	api-parity(hand-port-extra)	hand-port-extra	TextraField#setMessageText	/TextraField	0	def setMessageText/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
8d291d92a8db	api-parity(hand-port-extra)	hand-port-extra	TextraField#setOnscreenKeyboard	/TextraField	0	def setOnscreenKeyboard/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
92d1e7cc770f	api-parity(hand-port-extra)	hand-port-extra	TextraField#setParent	/TextraField	0	def setParent/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
1034633a72ff	api-parity(hand-port-extra)	hand-port-extra	TextraField#setPasswordCharacter	/TextraField	0	def setPasswordCharacter/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
ab5c06e2a730	api-parity(hand-port-extra)	hand-port-extra	TextraField#setPasswordMode	/TextraField	0	def setPasswordMode/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
f8030875aa9f	api-parity(hand-port-extra)	hand-port-extra	TextraField#setPosition	/TextraField	0	def setPosition/2 in reference port only [rename candidates: continueCursor, draw, getTextY, insert, moveCursor, moveCursorVertically, paste, setSelection]
06e42c526263	api-parity(hand-port-extra)	hand-port-extra	TextraField#setProgrammaticChangeEvents	/TextraField	0	def setProgrammaticChangeEvents/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
ca6fe5cc4655	api-parity(hand-port-extra)	hand-port-extra	TextraField#setSize	/TextraField	0	def setSize/2 in reference port only [rename candidates: continueCursor, draw, getTextY, insert, moveCursor, moveCursorVertically, paste, setSelection]
ef9047702a1a	api-parity(hand-port-extra)	hand-port-extra	TextraField#setStage	/TextraField	0	def setStage/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
6a5cdc3ac8fd	api-parity(hand-port-extra)	hand-port-extra	TextraField#setStyle	/TextraField	0	def setStyle/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
f2327eb0ac76	api-parity(hand-port-extra)	hand-port-extra	TextraField#setText	/TextraField	0	def setText/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
2f2031c3b012	api-parity(hand-port-extra)	hand-port-extra	TextraField#setTextFieldFilter	/TextraField	0	def setTextFieldFilter/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
bd8322f0ce24	api-parity(hand-port-extra)	hand-port-extra	TextraField#setWidth	/TextraField	0	def setWidth/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
1f78d6a5193b	api-parity(hand-port-extra)	hand-port-extra	TextraField#setX	/TextraField	0	def setX/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
2ab925fbc487	api-parity(hand-port-extra)	hand-port-extra	TextraField#setY	/TextraField	0	def setY/1 in reference port only [rename candidates: act, alignment_=, appendText, blinkTime_=, cursorBlinking_=, cursorPosition_=, cut, delete, disabled_=, isSpaceCharacter, isSpaceCharacter, isWordCharacter, isWordCharacter, maxLength_=, messageText_=, next, onscreenKeyboard_=, parent_=, passwordCharacter_=, passwordMode_=, programmaticChangeEvents_=, setClipboard, setFocusTraversal, setOnlyFontChars, setTextFieldListener, stage_=, style_=, textFieldFilter_=, text_=]
4bd8b8c49368	api-parity(hand-port-extra)	hand-port-extra	TextraField#style	/TextraField	0	var style/0 in reference port only [rename candidates: blinkEnabled, clipboard, cursor, cursorOn, emojiReplacer, filter, focusTraversal, focused, fontOffset, inputListener, keyboard, label, lastChangeTime, listener, onlyFontChars, renderOffset, showingMessage, textHAlign, textOffset, undoText, visibleTextEnd, visibleTextStart, writeEnters]
d72d83ce7976	api-parity(hand-port-extra)	hand-port-extra	TextraField#text	/TextraField	0	var text/0 in reference port only [rename candidates: blinkEnabled, clipboard, cursor, cursorOn, emojiReplacer, filter, focusTraversal, focused, fontOffset, inputListener, keyboard, label, lastChangeTime, listener, onlyFontChars, renderOffset, showingMessage, textHAlign, textOffset, undoText, visibleTextEnd, visibleTextStart, writeEnters]
